Text,True_Label,Ensemble_Prediction
واقعا هیچ تصوری از زندگی در روستا و شهر کوچک ندارم نمیدونم برخوردشون با دکتری که چتری داره چیه دکتری که چتری داره چیه فقط ساکنین روستا و شهرهای کوچک جواب بدن,0,0
من باز هم این کار رو می کنم بچه جان اونا دروغ می گن موبایل باید نابود بشن,0,0
امروز هواشناسی گوشیم گفت دیگه هوای رشت رو بهت نشون نمیدم آخه تحمل دیدن ناراحتیت رو ندارم,0,0
نمیدونم گفتن اونقد سخته که به یه دبیر جغرافیا گفتیم جزایر لانگرهانس کجاس گفت تا اونجایی که یادمه تو آمریکای مرکزی باید باشه,0,1
هر روز بیشتر به این نتیجه میرسم که من خود خود ربکا تو دیس ایز آسم,0,0
کاش یکی هم پیدا بشه منو مثل بابای دوستم که زنشو دوست داره دوسم داشته باشه,0,0
چیزی که قبلنا ناراحتم میکرد الان دیگه از آب دهان بز کم ارزش و اهمیتتره میمونه غر زدنش که دایرکت بچهها درش بازه حدا رو شکر,0,1
بازدید استوریهای دیروز به شکل عجیبی ٢۵ برابر روزهای عادی شده جالب بود باید بفهمم دلیلش چی بوده و چی باعث میشه اینجوری میشه بازدید بیشتری گرفت,0,0
ولی چقدر زندگیا قشنگ تر بودن وقتی که تنها ارتباط از راه دور آدما گوشیای نوکیا بود,0,0
از امروز صب احساس سرما کردم روزهای گرم دلپذیر خدا حافظ خورشید نزدیکتر خدا حافظ بی لباسی و لختی پراکنی خدا حافظ,0,0
میخوام بگم بم یچزی بگین بکشم ولی این مدت انقدر اخر سر نکشیدم دیگه خجالت میکشم,0,0
این قضیه که تایم صبحانه رو از دست میدم با اینکه بیدارم و مقاومت میکنم دربرابر غذا خوردن خیلی عجیبه,0,0
نقش تو در خیال و خیال از تو بی نصیب نام تو بر زبان و زبان از تو بیخبر,0,0
تنها آهنگایی که وقتی ناراحت بودم مودمو سریع عوض میکرد آهنگای انریکه بود که به لطفش اونا هم دیگه تاثیر چندانی نداره,0,0
هر استوری باز میکنم دخترا دارن حسرت میخورن که یارو تو کنسرتش به دوس دخترش فلان رفتم ویدیو رو نگاه کردم حالم بهم خورد,0,0
بخش عظیمی از آسایش و امنیت جامعه متوجه سبزپوشانی است که جانشان به معنای حقیقی در کف دستانشان پیداست,0,0
اومدم پاستا درست کنم مرغی که ریختم توشو مامانم تو آبلیمو خوابونده بود و من یادم نبود اصلا یه طعم عجیبی گرفت پاستاعه,0,0
من اگه بفهمم رضا گلزار چرا اینقدر فن پیچ داره چقدر خایه مالی تو اخه بشر,0,0
فرق انسان با سایر جانداران در مرگ آگاهی هست وهمین مرگ آگاهی به زندگی معنا میدهد انسانی که طوری زندگی میکند که انگار هیچ مرگی وجود ندارد حیوان است,0,0
۱۰۰ میلیون میدن میرن کنسرت شایع تو استانبول چخبره چرا اینقدر گرون ترکیه مگه تعزیرات نداره ما ۱ تومن دادیم رفتیم کنسرت امینم تو ابوظبی,0,0
یارانه نقدی رو حذف کنن تکلیف اون ۲میلیون وام کرونایی که گرفتیم چی میشه چجوری قراره تسویه بشه,0,0
ولی اگه استادرائفیپور نبود خیلیاتون الان بجای تایملاین انقلابی تو تایملاین براندازا در حال تخریب جمهوری اسلامی بودید,0,0
ألا تخافوا ولا تحزنوا خدا میگه دیگر هیچ ترسی از وقایع آینده و ناراحتی و اندوهی از گذشته خود نداشته باشید وقتی خودش گفته یعنی وقتی بسپاری دیگه همه چی رو خودش به بهترین نحو درست میکنه,0,0
14000618 نزدیک به 287 میلیون ریپل توسط چندین صرافی جابجا شد طی 20 ساعت گذشته ریپل و برخی از بزرگترین صرافی های رمزنگاری شده از جمله بایننس و کوین بیس نزدیک به 286 میلیون ریپل جابه جا کردند,0,0
پاسدار تروریست احمد وحیدی وزیر کشور رژیم پاسدار تروریست شاهچراغی فرمانده سپاه قم را به عنوان استاندار قم منصوب کرد,0,0
داشتم برنامه رو میچیدم فردا صبح برم کوه تا گوشیم رو برداشتم به نریمان پیام بدم مامانم گفت امشب مهمون میاد خونمون و اجازه بدم تو اتاق من بخوابن خدایا تو من رو چاق دوس داری واسه همین نمیذاری ورزش کنم,0,0
تو باشگاه هیچی به اندازه آهنگای قدیمی ایرانی حس و حال ورزشو از آدم نمیگیره آخه عمرمو مدیون توام سیلوانا,0,0
کاش جمهوری اسلامی عزیزمون ناخدا پاخدا های ابرآروان رو یه دورهی دو ساله اعزام کنه افغانستان ماموریت مستشاری,0,0
گفتم چرا قلبم دگر بر تار زلفت گیر نیست سر بر زمین افکند و گفت خود کرده را تدبیر نیست,0,0
شما با سنا چت نمیکنید ک ببینین ۱۳ تا پیام ازش دارین و وقتی باز کنید ببینید ۱۱ تاش گیف گریه کردن و زجه زدن بخاطر زینه,0,0
دقت کردید هم اصولگرا اصلاح طلب و برانداز همه از ایران انتظار دارن طرف احمد مسعود رابگیره چون مسعود در حال حاضر به ظاهر مظلوم واقع شده آیا اینکه همه ی نگاها اینه که درناخوادآگاه خود ایران را نماد دفاع از مظلوم میدانند نقطه ی قوتی هست برای ج ا ایران,0,0
بازی بین دوتیم الله و اللهاکبر با نتیجه ۳۰ به سود تیم الله خاتمه یافت پس نتیجه میگیریم خدا آنچنان هم بزرگ نیست,0,0
دلم میخواد یه آهنگ جدید مثه در و باز کن بیاد همونقدر خوب باشه همونقدر قوی باشه همونقدر باهاش ارتباط برقرار کنم,0,0
حالا دختر اگه یه نقطه هم تویییت کنن هزار فیو میخوره وما پسرا با کلی فکر وتلاش ی چیزی مینویسیم دو یا سه فیو میخوره اخه چرا,0,0
با اشغال عراق شیعه و سنی عینهو سگ و گربه خیابونارو سنگربندی کردن و افتادن بجون هم وقتی بگایی خیلی زد بالا آمریکا گفت از صدام پرسیدیم میتونی اوضاعو درست کنی صدام گفت آره بشرطیکه ریشمو بتراشم و ۱۵ دقیقه سخنرانی کنم از آمریکا پرسیدن واقعا میتونست گفت آره میتونست,0,0
تنها راهی که برای پولدار شدن دارم امروز اینه که برم اعضای طالبان رو شکار کنم از اف بی ای جایزه بگیرم,0,0
اون جا که بهرام میگه منو میبینی حتی افتخار میکنم به اشتباهام ب مولا این منه,0,0
ترامپ طرفداران احمق و مذهبی دارد ولی مرد سیاست و اقتصاد است بایدن طرفداران اتوکشیده و عالم دارد ولی خودش یک کودن اقلیت پرست است نتیجه راه نجات از centerismمیگذرد,0,0
کاپشنی که میپسندم بالای ۲ ملیون و بوتی که میپسندم بالای یک و نیم حقوق یک ماه وزارت کار کاپشن و بوت,1,0
آقا چرا تا با یه پسر حرف میزنی فوری میگه وزنت چنده انگار میخاد گوسفند بخره قدت چنده سایز فلانت چنده خب حالا یه قدی بده بعد تا خودت اینارو بپرسی بگی کارت چیه ماشینت چیه بدشون میاد,0,1
گویا سپاه پاسداران انقلاب اسلامی با اتش ترکیبی دقیق پهپادی و توپخانه ای مراکز گروهکهای تروریستی که گهگاه در خاک کشور عزیزمان دست به ترور وایجاد ناامنی کنند دراقلیم کردستان مورد هدف قرارگرفته است,0,0
شاید اولین نفر بودم توی دنیا که دوز اول رو اسپوتنیک زدم و دوز دوم رو آسترازنکا علائمش الان دیگه دارن شروع میشن جزییات تکمیلی به زودی,0,0
بهترین کار جمهوری اسلامی عدم مداخله نظامی در افغانستان بود اونائی که خودشون رو واسعه اونجا می کشندراه باز و جاده درازفقط قبلش قوانین طالبان رو خوب یاد بگیرند,0,0
گفت فراموشم کن حسی ندارم من در هیچ خیابانی با تو قدم نزدم زبانم بند آمد که بگویم قدم نزدیم ولی در تمام کوچه های این شهر بودنت را حس میکنم و به تو فکر,0,0
زودا که ضد انقلاب در پناه اقلیم کردی عراقآتش کیفر مردان ایران را به دامن تر مقامات اقلیم نیز بکشانند,1,0
اگه میدیدین چطور هر روز بدو بدو از خونه میزنم بیرون جلو ساختمون میبینم شت از ایرپاد صدا نمیاد دیگه گوشیمو جا گذاشتم و دوباره بدو بدو برمیگردم داخل حتما دنبال یه راه درمان میگشتین واسم,1,0
اصن نمیدونم چرا هنوز زندم چجوری واقعا میتونی انقدر هات باشی جئون چرا نمیای از روم رد شیییی,1,1
کاش مادرم فردا میرفت من دیگه نمیتونم ماسک تحمل کنم نفسم در نمیاد و اصلان رو ندیدم کلی هم کار دارم عوضش نشستم با این لولهکش گاگول سر و کله میزنم که من سر در نمیارم یه قیمت کلی به من بده,1,1
چهقدر تک بعدی و خودبین هستین ایران انقد بدبخته و سیاه پوستا دغدغتونن آره بدبختی ایران باعث نمیشه بدبختیها و ظلمهای دیگه که در طول تاریخ شده و میشه کمرنگ شن,0,0
یه وقتایی باید همون موسیقی که دوس داریو وسط خیابون پلی کنی و بشینی گریه کنی بعدش خیلی حس خوبی داره,0,0
پلیس گفت این دو تا خانوم که اسمشون توی توییتاست رو اگر میشناسی مشخصاتشون رو بنویس اینجا گفتم از لحاظ اخلاقی درسته که اسمشون رو بنویسم گفت خانوم شما اومدی از یه کار غیر اخلاقی شکایت کنیا حالا جالبش اینجاست یکی از اون دو تا اکانتا از همون موقع مزاحمتا اکانتش رو بسته رفته,0,0
قطار میرود تو میروی تمام ایستگاه میرود و من چقدر سادهام که سالهای سال در انتظار تو کنار این قطار ایستادهام و همچنان به نردههای ایستگاه رفته تکیه دادهام پور,0,0
اون موقع ها که رانندگی یاد میگرفتم بابام میگفت نترس ماشین واسه تصادفه و من نمیترسیدم این روزا که درگیر مهاجرتم بهم گفت نترس تجربس دیدی سخته واست برمیگردی به آدما ایمان بدیم که نترسن,1,1
حواستونو جمع کنید دست و پا چلفتی نباشید چون مهم نیست مساله چیهدر۹۹درصد مواقع حس بدی القا میکنه در طرف مقابلحسی به مراتب خیلی بدتر از دست و پا چلفتی بودنتون,0,1
امام زینالعابدین ع فرمودند نمی دانم با این مردم چه کنم اگر آنچه که از پیغمبرص شنیدیم برای اینها حدیث کنیم می خندند و اگر ساکت شویم نمی توانیم شخصی به نام ضمره عرض می کند که شما برای ما نقل کنید,0,0
ناراحتمنوشتم از چی اما پاک کردمبزار من باعث خجالتش نشمدیدم در مقابل خیانتکثیفکاری آدمی که ادعا دوستداشتن دارهدروغ شنیدن از یه دوست اونم واسه جلب حس ترحمهیچی نیستفقط چرا من سعی دارم کجبرداشتیهارو توضیح بدم که اعتماد باقی بمونهاونم برای آدمایی که یه نقطه صداقت ندارن,1,0
خیلی مملکت عجیبی شده یارو جیغ میزد حرررروووووووومزادهههه من ۳۰۰ میخوام با لگد میرفت تو صفحه عابربانک,0,0
من از شما دلتنگ و نگران می باشم و از ملامت کردن شما رنجیده گشتم آیا در عوض زندگانی همیشگی به زندگانی موقت دنیا خوشنود هستید و به جای عزت و بزرگی تن به ذلت و خواری دادید,0,1
مصداق بارز اینکه نباید آدمارو از روی ظاهر قضاوت کرد حمید نوریه همهچی به قیافش میاد جز جنایت علیه بشریت,0,0
حالا ممکنه یکی از دلایلی که سمت پسرا نمیرم اینه که تمایلم به دخترا بیشتره ولی از حاملگی ناخواسته هم مثل سگ میترسم از اون ترسناکتر ازدواج و فامیل شدن با یه خانواده ایرانی دیگهس انقدر ترسناکن برام اصلا نمیتونم به پسرا فکر کنم,1,1
اون لحظه که کاری که میخوای و واسش برنامه ریزی کردی بهم میخوره و نه تقصیر تو و اطرافیانته و نمیدونی از دست کی باید عصبانی باشی اره من دقیقا همینجا ام,1,1
اینکه یه نفر پین چتات باشه ولی یه روز مجبور بشی آرشیوش کنی خیلی ناراحت کنندست,0,1
اینکه یه جایی حس کنی کلی حرف برای گفتن داری ولی هرچقدر فکر میکنی نمی تونی کلمه یا جمله ای پیدا کنی که واقعا بتونه حق مطلب رو به درستی ادا کنه این همون لحظه ایه که به جمله ی گاهی کلمات خیلی حقیر میشن ایمان میاری,0,0
غربی ها هرجا ک بتوانند ضربه خواهند زد و اگر جایی هم ضربه نمیزنند به این دلیل است که نمیتوانند,1,0
آقا چهار صبح تشریف میارن خونه حرف مفت هم میزنه خودم کردم که لعنت بر خودم باد,0,0
دیشب یه عالمه خواب دیدمتو یکیشون رسیده بودم به نقطه آفرینش واونجا خدارو دیدم که داره برام همه چیو توضیح میده و اون رفت کنار بعدش من اومدم برای یکی دیگه توضیح بدم که چیشد تا اینجای تاریخ کیهانی دیدم شدم خدا اون یارو هم تامنو دید بامن جنگید منو ازاونجا انداخت بیرون عجیب بودخیلی,0,0
شیری افتاد ز پای و همگی شیر شدند گذر گرگ به آهوی حرم ها افتاد,0,0
این حالت که حالم خنثی هست و یهویی بی دلیل آنچنان استرس و اضطراب و نگرانی ای سراغم میاد رو دیگه نمیخوام,1,1
منا یک قربانگاه بود و کربلا قربانگاهی دیگر تنها هاجر و ابراهیم نبودند که اسماعیل را به مذبح آوردند محمد و علی و فاطمهع نیز حسین را به قربانگاه عشق فرستادند,0,0
واقعا هیچوقت نمیفهمم چی شد که من رفتم ریاضی یعنی هرروز کهمیگذره بیمعنی تر میشه این انتخاب,0,0
یارو خوابیده تخمشم نیست منم دارم از استرس بگا میرم تهش حرف مفتشم اون میزنه وظیفه من بود میرفتم زودتر تست میدادم به ایشون استرس وارد نمیکرد چطور من تورو انتخاب کردم,1,1
خاورميانه در سياهى فرو رفته از غرب انتظار كمك عين ابلهى است چرا كه انها مسبب هستند,1,0
واقعا دلم میخواد تواناییم برگرده به زمانی که کنکوری بودم و بتونم روزی چندین ساعت کار مفید کنم,0,0
زندگي به من آموخت هر چيز قيمتي دارد پنير مجاني فقط در تله موش يافت مي شود,0,0
ماشینی رو که ابتدای امسال ۱۲۶ میلیون تومان بود الآن دارم میخرم ١٧٢ میلیون تومان زیبا نیست,0,0
هر کی رو بخوام می تونم بلاک کنم افسوس که توییتر و فضای مجازی به قدری سمی گشته که حتی همین یک جمله خشم برخی را برانگیخته خواهد کرد در حالی که این حق من است,0,0
خط تو با خون تو آغاز می شود از آن زمان که تو ایستادی دین راه افتاد و چون فرو افتادی حق برخاست,0,0
ديشب از ساعت ده خوابم ميومد خيلي هم خوابم ميومد ولي به جاي خوابيدن تا صبح گريه كردم,1,1
هی میخوای بری هی به خودت میگی ی روز دیگه صبر کن چراااا آخه چرا دل دل آخه,1,1
اين استادايي ك ميگن ما ننداختيمت خودت اوفتاديو باس بگيرم بكنم تش بگم من نكردمت خودت دادي,0,0
حس بچه ۱۸ ساله ایو دارم که کنکور داره و وقتش داره برای انجام های اداری تلف میشه,1,0
گودی جز محدود سگاییه که اینقدر بلا سرش میاد بچمدیشبم یه خواب شخمی هم دیدم سیستمم به هم ریخت,1,1
در حالیکه هنوز با آوردن پیکر یک شهید مدافع حرم به خانواده اش دارن می گن برای پول رفت در همین زمان دارن می گن نیروهای نظامی باید برای دفاع از مداخله کنن و جالبتر اینکه هنوز از این تناقض دچار پارگی مزمن نشدن,0,0
بابا یزیدا این چه وضعشه چراغ خیابونا و مخصوصا خروجی اتوبانا خاموشه نمیبینم بی شرف نمیبینممم,0,1
شمایی که خودتو شیعه و مسلمون میدونی ولی کلی بی احترامی و فحاشی میکنی اونم به هر دلیلی امام صادق فرمودن مایه زینت ما باشيد نه مايه آبرو ريزي ما حواست هست دینت به واسطه امثال ما داره فحش میخوره,0,0
وقتی آبان۹۸ رو جنایت نامیدو گفت مسولیت مستقیمش بر گردن شخص خامنهای ست وقتی رهنورد در واکنش به اعدام روحاللهزم بیانیه داد وقتی میرحسین گفت کنار مردم خواهم ایستاد ودعوت به تحریم انتخابات کرد مثل امروز که رهنورد از حمایت کرد توسط اصلاحطلبان حکومتی بایکوت شد,0,0
با تورم سالانه ۳۰ درصد وام ۱ میلیارد تومنی ۱۵ سال دیگه مثل وام ۲۰ میلیون تومنی الانه,0,0
به زیاده روی هفته پیش مشکوکم اینکه انقد حالم بد شد ممکنه به خاطر همون باشه,0,1
هر روز توی دلم از مامانم معذرت خواهی میکنم بابت بودن دختری که شاید هیچوقت نمیخواست انقدر از ایده ای که از دختر مورد علاقهش داره دورم که حتی از خودمم ناامیدم,1,1
تنها دلیلی که آدم نمیکشم کثیفکاریشه واقعا کی حوصله داره خون پاک کنه و جنازه جابجا کنه,0,0
پسر شومبول طلای ایرانی که باشی نشستی میبینی بقیه دارن از انتخاب واحد مینالن و خودتم یادته چه بدبختیای میکشیدی ولی بازم میخوای دانشگاه قبول شی برگردی به اون سگدونی که نری سربازی,0,0
میگه واسه پسره خودکشی کرده ۶۸تا بخیه خورده دستش ولی هرمدلی حساب میکنم دست گاوم بود اینهمه بخیه نمیخورد,0,1
باید رابطم با سگ و گربه رو اکی کنم یا حداقل نترسم ازشون همه تو خونشون یکی دو تا حیوون دارن و نمیشه خونه هیچکدوم نرم که,0,1
با اینکه خودم آرمیم و خیلی ساله ک دارم پسرای با استعداد بنگتن رو استن میکنمب نظرم بهتره ک پسرا معاف نشن و سربازی برنقطعا برای ما خیلی سخت خواهد بود و کلی دلتنگشون میشیم ولیمگه بی تی اس تافته جدا بافته است این همه گروه ب سربازی رفتن و طرفداراشون دلتنگ بودن,0,0
افغانستان امروز زیر استبداد طالبان و عراق فردای زیر سرکوب داعش و تکفیریها فرجامی است که قدرتهای خارجی با آلت فعلهای وابستهشان به باور آوردند و خواهند آورد پس در برابر این وابستگان بدهکار همیشه طلبکار بدون لکنت بایستیم,0,0
دولتمردان سیزدهم باید یک جلسه به قید فوریت برای حال بد مردم سیستان گذاشته شود چون نه آب دارند ونه هوای خوب,0,0
چی میشه که دونفر که اول ازداجشون انقدر که بهم میومدن و خوب بودن همه تو فامیل حرست رابطه ای مثل اونا رو داشتن بعد از گذشت ده سال از هم جدا میشن یعنی دختره بود خواست که جدا بشه پسره الان پنج ساله هر کاری کرده تا این اتفاق نیوفته و من الان براش خیلی ناراحتم,0,1
برای فلسطین با رپرتاژ خودشان تظاهرات برگزار میکنند اما چند ده نفر را که برای مردم افغانستان به خیابان آمدند بازداشت کرده اند,0,0
خدایا یک فرصتی به من بده که بتونم حساب این ادمو بذارم کف دستش و مثل همیشه سکوت نکنم,1,1
خیال میکرد عقیم شده است حرفهایم بیخبر از آبستنی واژه ها که این روزها هوس خودخوری میکنند مدام زهره,0,0
دیدین یه کاریو ک انجام میدی میگی آخيش سبک شدم انگار باری بود روی شونم چقدر سبک شدی و دل از دنیا کندی و ملکوتی شدی,0,0
تشنه بودم شیشهی آب یخ کنار دستم بود اجازه استفاده نداشتم یک قطره ازش بهم دادن تشنهتر شدم عذاب کشیدم خدایا امتحانش خیلی سخته,0,1
یه سری فکت میخوام در مورد تربیت بچه توییت کنم که شاید بدرد بخوره 1 بچتون رو موقع خوردن غذا دعوا نکنید چون باعث میشه اسید معدش بالا بره و دیگه نتونه غذا بخوره و درآینده از خوردن غذا دسته جمعی متنفر بشه و گوشه گیر,0,1
بیشتر از همه از این متنفرم که میگن ایشالله همین جا شوهر کنی و بمونی یا برات شوهر خوب پیدا کنیم آخه زر نزنی نمیگن لالی ایششششش,0,0
سوم اصراااار به عمیقتر کردن صحنههای حساس با اسلوموشن واقعا چرا صحنهی مواجهه با جسد خونی یه دوست به قدر کافی تراژدیک هست چرا خرابش میکنین با اسلوموشنای طولانی و بی دلیل,0,1
بعضی سیاسیون وقتی با قباحت پر رویی و دیده درآیی تمام به خود اجازه می دهند و اعلامیهنطق و تبصره نشر می کننددل آدم می کفد که عجب فریبکارهایی هستند مملکت را به این وضعیت و یک نسل را آواره چهار گوشه دنیا کردید حالا دوباره مهملات ذهنی تان را نشخوار می کنید باور نداریم دروغ,0,0
اینایی که یوگا کار میکنن مگه نباید انرژیشون مثبت باشه و حس خوبی بگیری ازشون چرا من این زنو میبینم وحشت میکنم,0,1
الان از بهشتی رد میشدم یک سری داشتند در اعتراض به اتفاقات افغانستان شعار میدادن از تنهاییشون بغضم گرفت از تنهاییمون لعنت به این نقطه از جهان,0,0
نمیدونم چرا بعضی ها کلا اومدن که حامی دشمن باشند مخالف طرح صیانت از حقوق کاربران هستند و حالا که پشت سر هم به حریم و حقوق کاربران ایرانی دستبرد میشه ومتاسفانه در اقدام جدید حذف اپلیکیشن فیلیمو و آپارت انجام شد چرا سکوت کردن,0,0
جوری شتابان دوره ی کارشناسی رو طی میکنم که این ترم مجبور شدم دو تا حقوق مدنی بردارم دو تا جزای اختصاصی دو تا متون حقوقی و خدایم بیامرزد,0,1
لعنت به این خوابایی که من میبینم یه تنه میرینن تو کل روز من دیگه سردرد و بدبختیاش بمونه,0,1
امروز همکلاسیمو سوار کردم که برسونمش تو مسیر که داشتیم صحبت میکردیم هم فهمیدم باباش قاچاقچی کالاست هم فهمیدم عموش قاچاقچی تریاکه هم فهمیدم مامان باباش طلاق کردن و با یکی دیگه ازدواج کردن و هم فهمیدم باباش قتل انجام داده و زندان رفته و با دیه و رضایت اومده بیرون,0,0
طالبان نسخه دوم جمهوری اسلامی دسترسی به اینترنت را در بسیاری از نقاط کابل قطع کرد,0,0
دیروز اینجوری شد که یه یارو از گروه دانشگاه مسیج داد و چرت و پرت گفت بعد بلاکش کردم از یه اکانت دیگه اومد فحاشی کرداسکرین گرفتم از حرفاش و با آیدیش رفتم به دبیر شورا گزارش دادماونو ریمو کردن و تنبیهش کردن ولی الان خود دبیره داره مخمو میزنهجالب شد,0,0
بازی سه چهار هفته پیش مشتی احمق در دهه اول هر روز داره آثارش رو در تعداد قربانیان نشون میده کشتار به نام و و آیین یعنی همین,0,0
بهانه های بنی اسرائیلی شرکت گوگل امروز به بهانه تحریمهای اقتصادی وزارت خزانهداری آمریکا نقشه و مسیریاب بلد و اپلیکیشنهای آپارات و فیلیمو را از پلیاستور و دسترس کاربران خارج کرد,0,0
باید پیداش کنم از طرف دوستم بهش بگمترسم چو باز گردی از دست رفته باشم,0,0
دلم می خواد یکم غرغر کنم پس می تونید به این توییتم بی توجهی کنید این چه وضع کمپانیه بلد نیست یه ساعت مشخصی بذاره یهویی همه چیو رد نکنه بیاد الان تیزرو یهویی داده نصف ملت که نبودن اون نصف دیگه هم که دنبال هشتگ می گشتن تا هشتگ بزنن,0,1
کنان بابا تو دیگه چرا بهش میگی از اینجا گمشو چشماشو ببین آخه احمق معلومه دوست داره هنوز نمصسخضضشحی چرا نمیفهمی مجبوره بگه اینا رو,0,1
خوبی تاریخ این است که میدونی آخرش چی میشه میدونی امیدها ناامید میشه جنایتها معلوم میشه احمق ها را همه میشناسن و هیچ چیز همیشگی نیست,0,0
بزرگوار بر میداری به تیمشون سه تا گل میزنی بعد از اون طرف کردستانشون رو موشک بارون میکنیاربعینم میخوای بری,0,0
باز یه مرد بین شیوخ پیدا شد با چوب دنبالش کردین چتونه شماها ی چنتا خوبم پیدا میشه از دست نفوذی و منافقا جون سالم بدر میبره شما ترتیبش میدین دیونه خونه,0,0
دلم میخواد برم یکم راه برم حتی نمیتونم خودمو جمع کنم از رو تخت از صب که بیدار شدم کلن تو سکوت بودم,0,0
وارد دورهی افسردگی پیشا تولد شدم پن تبریک نگید که اصلا حوصله ندارم بگم وای عزیزم مرسی ممنون,0,0
رفتن خاستگاری یکی از دوستام خانوادهها الان ۱ ماهه سر مهریه چک و چونه میزنن وای من اگه دختر بودم و اینجوری مثل گاو شیرده روم قیمت میذاشتن میزدم مادر همهرو میگاییدم,0,0
گفتم به نیرنگ وفسون پنهان کنم ریش درون پنهان نمی ماند که خون بر آستانم می رود,0,0
ولی اونی که رفاقته منو سارا رو خراب کنه یا حتی تلاش کنه برا خراب کردنش پدرشو در میارمدهنشو جر میدم چاقو میکنم تو کونشزنده زنده آتیشش میزنم میکنمش تو بشکه عن در میارم بعد چالش میکنم میشاشم رو قبرش که برا بقیه درس عبرت بشه شوخی هم ندارم این کارم میکنم امتحانشم ضرر نداره,0,1
اومده استوری گذاشته هر رابطه جنسی که بدون اجازه طرف مقابل باشه حتی زنو شوهر راجع به سریال خاتون تجاوز به حساب میاد یه عده اومدن ریپلای زدن گه نخور زنش بوده جالبه که اونایی که ریپلای زدن تجاوز نیست و زنش بوده خودشون زنن,0,0
لعنت به کرونا دلم فسق و فجور و خندههای از ته دل میخواد این چه جای تخمیایه توش متولد شدیم آخه,0,1
بهلول را گفتند خلیفه فتوای جهاد داده نمیآیی بهلول گفت اگر خودش جهاد کرد من هم میآیم او میخواهد من بمیرم تا زمینم را صاحب شود,0,0
یکی لطفا بگه اعضا اینقد بی نقص نباشن دگ نمیکشم دگ نمیتونم بگید اون هایب لنتی دور تا دور اون کمپانی دکه اسفند دود کنی بزنه براشون ماشاالله روز به روز خوشگل تر خوشتیپ تر,0,0
تو حالم خودم بودم و بدبختیام و ناراحتیام که خالم زنگ زد گفت داره میاد خونمون کلا همه چی یادم رفت ___,0,0
ولی من مطمعن واسه اینکه بعد درس تولید مثل به اون دختری که سر کلاس از معلم پرسید اسپرم چجوری وارد بدن زن میشه زنگ تفریح همه چیو براش توضیح دادم اونم حالش بد شد و زد زیر گریه قطعا میرم جهنم,0,1
شاید این حسرت بیهوده که بر دل داری شعله گرمی امید تو را خواهد کشت زندگی درک همین اکنون است زندگی شوق رسیدن به همان فردایی است که نخواهد آمد,0,0
زندگیم شده مثل سریالای ترکی هر روز یه قسمت جدید یه مشکل لاینحل جدید این تابستون رو بدون تلفات بتونم بگذرونم دیگه هیچی نمیخوام,0,1
این خط کجاست که بالا وپایینش با هم فرق دارند یکی خود را متمدن و ثروتمند و متفاوت مینامد و برای دیگری حد تعیین میکند که زیر خط است ما را ناخواسته به زیر خط بردند زیر خط ظلم و ستم وسکوت و رنج نمانیم خط فقر باشد بعد از پیروزی,0,0
میگم به فلانی منشن نده دقیقا رفته به فلانی منشن داده تو برای من مردی اسمتم یادم نیست,0,0
یعنی تها حسنی که داشتم محاسنم بود که اونم زدم تو این چله ی تابستون مرد چرا اینکارو یا خودت کردی,0,0
هم وزیر نیرو در جلسه دولت است و هم مخبر و محسن رضایی و استاندار خوزستان بنابراین دورهم بنشینند طرحهای ملی مستهلک علیه منابع ومنافع خوزستان را لغو کنند دیگر از دولتی ها که برمسند تصمیم گیری تکیه زده اند پذیرفتنی نیست که نقش اپوزیسیون را ایفا کنند,0,0
دقت کردید خوابامون همیشه از وسط یه قضیه ای شروع میشه مثلا خواب میبی۲۰۰نفر دنبالتن میخوان بکشنت خو لعنتیا بیابد باهم صحبت کنیم ببینیم مشکل چیه,0,0
حقیقتا تحریم واسه جمهوری اسلامی نعمته تو ترکیه و افغانستان و امارات شرکت ثبت میکنن پولشویی و کثافتکاری به اسم دور زدن تحریم و پر شدن جیب نور چشمیها و بدبختتر و فلک زدهتر شدن بقیه تولید داخلی هم ضروت دارد فوری انقلابی از چین لیبل زده فرو کرده به خلق الله,0,0
تا یک ماه دیگه اگه کاری در شان و منزلت خودم پیدا نکنم میرم بالا پشت بوم خونمون گریه میکنم,0,0
عزیز اصلاحطلبی که داری هشتگ سیو پنجشیر میزنی و ال و بل با صراحت عرض میکنم گه نخور جانم چطور وقتی که آمریکا حموم خون راه مینداخت و هشت هزار کودک افغانستانی رو قصابی کرد خفه خون گرفته بودی الدنگ حرومزادگی سگش به وضعیت کنونی تو شرف داره,0,0
خیلی دوست داشتم وقتی ناراحتم بشینم نقاشیای خفن بکشم ولی از اونجایی که خیلی بی هنرم میشینم گریه میکنم,0,1
در پنجشیر قتل عام جریان دارد و این قتل عام در خاموشی و سکوت رخ میدهد,0,0
دغدغه دیروزمون بی انتهایی فروردین بود و الان در آستانه پایان تابستانیم چقدر بد سخت و سریع گذشت نیمه اول سال تقریبا هیچ,0,0
یه جوری ابی میگه همین خوبه که آرومی و حس میکنی آزادی که انگار بالاتر از آرامش و آزادی هم هست حسرت شد واسمون,0,0
مواظب باشید ايرانی ها دارن در زمینه پلتفرم هایی که ساخته دست جوانان خودشون هست پیشرفت میکنند و مثلا روبیکا شون چند میلیون کاربر داره باید جلوی این پیشرفت گرفته بشه چشم قربان فیلتر شد و از گوگل حذف شد,0,0
